date,gdp,unemp,ffr,infl,inv,cons,lab,lab_share,lab_prod,tfp,ff4,onrun10,ir_1,ir_2,ir_3,rr_1,rr_2,rr_3,rr_4,gk_var_1,gk_var_2,mp1_tc,ff4_tc,ed2_tc,ed3_tc,ed4_tc,ff1_vr,ff4_vr,ed2_vr,ff1_gkgreen,ff4_gkgreen,ed2_gkgreen,mar_raw,mar_svariv,ad,lpcom
1963.75,9.894799924,5.566666667,0.863333333,0.008054979,8.504497542,9.223414235,17.52107658,4.721262905,3.629739667,3.584143743,,,,,,,,,,,,,,,,,,,,,,,,,,4.580013882
1964,9.912546397,5.466666667,0.865833333,0.003169392,8.534220206,9.239201844,17.53802285,4.709313962,3.635979607,3.622472522,,,,,,,,,,,,,,,,,,,,,,,,,,4.572214841
1964.25,9.920197166,5.2,0.8725,0.002298719,8.537894826,9.252717732,17.54370964,4.711977654,3.641447118,3.602708633,,,,,,,,,,,,,,,,,,,,,,,,,,4.580588285
1964.5,9.932075009,5,0.864166667,0.003952914,8.553748818,9.264595576,17.54316874,4.70996254,3.65172261,3.626937559,,,,,,,,,,,,,,,,,,,,,,,,,,4.603425581
1964.75,9.931637596,4.966666667,0.894166667,0.004563613,8.545343235,9.268049218,17.54432077,4.723672963,3.642049867,3.621135802,,,,,,,,,,,,,,,,,,,,,,,,,,4.651665565
1965,9.952801389,4.9,0.994166667,0.004996036,8.628542419,9.275527558,17.5559834,4.71027767,3.656304608,3.617584828,,,,,,,,,,,,,,,,,,,,,,,,,,4.650966216
1965.25,9.962652286,4.666666667,1.02,0.004576667,8.627051039,9.287345023,17.55960105,4.710871644,3.660891418,3.625673378,,,,,,,,,,,,,,,,,,,,,,,,,,4.673376563
1965.5,9.98128158,4.366666667,1.019166667,0.003882189,8.649475404,9.30006297,17.55737702,4.697156667,3.681023678,3.679649489,,,,,,,,,,,,,,,,,,,,,,,,,,4.668639123
1965.75,10.00079574,4.1,1.041666667,0.006827493,8.665194488,9.319577125,17.56542525,4.691063438,3.698260316,3.695979191,,,,,,,,,,,,,,,,,,,,,,,,,,4.692748063
1966,10.02238108,3.866666667,1.14,0.006448766,8.72042787,9.329233902,17.56675304,4.69188902,3.711814425,3.716008122,,,,,,,,,,,,,,,,,,,,,,,,,,4.748404867
1966.25,10.02317988,3.833333333,1.228333333,0.008112851,8.695154422,9.338000865,17.56925629,4.704236937,3.704875827,3.70339854,,,,,,,,,,,,,,,,,,,,,,,,,,4.734535451
1966.5,10.02853304,3.766666667,1.3525,0.009627556,8.692931795,9.339377882,17.56903973,4.707699698,3.70814272,3.709172157,,,,,,,,,,,,,,,,,,,,,,,,,,4.723435673
1966.75,10.03363824,3.7,1.390833333,0.008348742,8.694227462,9.340491056,17.56794344,4.703394298,3.714303506,3.731819205,,,,,,,,,,,,,,,,,,,,,,,,,,4.657073927
1967,10.04002692,3.833333333,1.205833333,0.004148378,8.665661126,9.348877739,17.55634934,4.704046726,3.722169152,3.777405309,,,,,,,,,,,,,,,,,,,,,,,,,,4.640274148
1967.25,10.03814956,3.833333333,0.9975,0.005094528,8.651855195,9.356930946,17.55889471,4.710826658,3.725862088,3.802487118,,,,,,,,,,,,,,,,,,,,,,,,,,4.612234287
1967.5,10.04477008,3.8,0.973333333,0.009529205,8.662467738,9.359591066,17.56291904,4.7105837,3.730956661,3.793295774,,,,,,,,,,,,,,,,,,,,,,,,,,4.591194016
1967.75,10.04949085,3.9,1.043333333,0.011064974,8.679069835,9.360335687,17.56789321,4.711716998,3.733828919,3.813417402,,,,,,,,,,,,,,,,,,,,,,,,,,4.578019347
1968,10.06756027,3.733333333,1.1975,0.010995707,8.70498244,9.376411096,17.56115804,4.705748284,3.755930441,3.8450816,,,,,,,,,,,,,,,,,,,,,,,,,,4.590424168
1968.25,10.08184292,3.566666667,1.495833333,0.010517187,8.730915704,9.388695741,17.57128174,4.701725045,3.7652153,3.858411236,,,,,,,,,,,,,,,,,,,,,,,,,,4.57419849
1968.5,10.08685023,3.533333333,1.486666667,0.00974771,8.724272399,9.399685125,17.568367,4.711105536,3.765655293,3.854870474,,,,,,,,,,,,,,,,,,,,,,,,,,4.562218564
1968.75,10.08805658,3.4,1.479166667,0.0140201,8.729377388,9.400891473,17.56876141,4.719489452,3.763221327,3.844172339,,,,,,,,,,,,,,,,,,,,,,,,,,4.598161279
1969,10.1015184,3.4,1.641666667,0.010263654,8.77349295,9.408371222,17.57365657,4.713324795,3.771150447,3.840795496,,,,,,-0.24526549,-0.246049,-0.2274091,-0.184388582,,,,,,,,,,,,,,,,,4.651519239
1969.25,10.10229743,3.433333333,2.081666667,0.012658709,8.759062555,9.415132318,17.57660514,4.726413893,3.762942782,3.824393255,,,,,,0.58851657,0.5906745,0.6749188,0.534632007,,,,,,,,,,,,,,,,,4.697053859
1969.5,10.10606098,3.566666667,2.245833333,0.013949532,8.758987334,9.418895873,17.57654529,4.733176343,3.764033308,3.81996254,,,,,,0.51913821,0.519298,0.4843627,0.521231729,,,,,,,,,,,,,,,,,4.725658449
1969.75,10.09823163,3.566666667,2.235,0.012805009,8.723865839,9.426845941,17.57611026,4.747068974,3.759011676,3.815622231,,,,,,0.14714671,0.1479118,0.1658559,0.153874488,,,,,,,,,,,,,,,,,4.737448925
1970,10.09427319,4.166666667,2.143333333,0.013959768,8.687776119,9.432624674,17.57094146,4.751190763,3.762060211,3.840097266,,,,,,-0.65963701,-0.6605632,-0.5745371,-0.578449691,,,,,,,,,,,,,,,,,4.758229955
1970.25,10.09257782,4.766666667,1.971666667,0.013860268,8.690154073,9.430929303,17.55521247,4.737697325,3.776569767,3.877742071,,,,,,-0.02406602,-0.0259126,-0.0259718,0.013839502,,,,,,,,,,,,,,,,,4.745066006
1970.5,10.09835508,5.166666667,1.676666667,0.008169716,8.69185801,9.438642674,17.54831157,4.733114751,3.792135256,3.906004933,,,,,,-0.99756538,-1.001679,-0.9256776,-0.958174688,,,,,,,,,,,,,,,,,4.724161177
1970.75,10.08414105,5.833333333,1.391666667,0.013152076,8.627424227,9.441686986,17.54529823,4.737688566,3.78289334,3.903587527,,,,,,-0.58402335,-0.5805882,-0.5999238,-0.678920747,,,,,,,,,,,,,,,,,4.69235525
1971,10.10785595,5.933333333,0.964166667,0.015039232,8.733490158,9.438425295,17.54227639,4.718525657,3.812092167,3.928486731,,,,,,-0.77179544,-0.772168,-0.8935021,-0.754885584,,,,,,,,,,,,,,,,,4.689267731
1971.25,10.11037976,5.9,1.141666667,0.013053509,8.755584069,9.442900329,17.54123147,4.718177391,3.814917214,3.929273359,,,,,,0.8060988,0.8077134,0.877007,0.719257152,,,,,,,,,,,,,,,,,4.690258994
1971.5,10.11548926,6.033333333,1.369166667,0.010138113,8.768415615,9.444103575,17.54823321,4.713118351,3.824371424,3.971234865,,,,,,-0.11703265,-0.1163608,-0.1003367,-0.086453995,,,,,,,,,,,,,,,,,4.682247829
1971.75,10.11476093,5.933333333,1.1875,0.008305659,8.756081737,9.455048527,17.55844737,4.724889124,3.815666278,3.943763891,,,,,,-1.583165,-1.581268,-1.527481,-1.702562742,,,,,,,,,,,,,,,,,4.667104888
1972,10.13058328,5.766666667,0.886666667,0.015085706,8.794982037,9.459197595,17.56987698,4.724720548,3.831181646,3.951195641,,,,,,-0.06818728,-0.0683501,-0.1236863,-0.295661016,,,,,,,,,,,,,,,,,4.7215107
1972.25,10.15066008,5.7,1.075,0.006208559,8.837616182,9.47338625,17.57355061,4.712902886,3.850721905,3.964568016,,,,,,-0.26899001,-0.2684411,-0.3411304,-0.344253081,,,,,,,,,,,,,,,,,4.771111104
1972.5,10.15747064,5.566666667,1.185833333,0.009535133,8.855517426,9.484126086,17.57579166,4.714284647,3.856489154,3.976077034,,,,,,0,-0.1365761,-0.111762,0,,,,,,,,,,,,,,,,,4.797092112
1972.75,10.17145149,5.366666667,1.286666667,0.012642815,8.87316801,9.498106941,17.58222406,4.718400652,3.864952362,3.992680908,,,,,,0.00926985,-0.0500024,-0.05911,0.001393559,,,,,,,,,,,,,,,,,4.845123681
1973,10.19372885,4.933333333,1.634166667,0.011460735,8.924328238,9.506563739,17.59149984,4.716264233,3.887340893,4.012275497,,,,,,0.56926885,0.5687581,0.5286473,0.497353027,,,,,,,,,,,,,,,,,4.957860703
1973.25,10.20233209,4.933333333,1.954166667,0.01525443,8.940023711,9.513176933,17.5973949,4.718704207,3.887771296,4.001543731,,,,,,0.66346977,0.6627217,0.5815276,0.677691584,,,,,,,,,,,,,,,,,5.085078039
1973.5,10.19458877,4.8,2.64,0.019310945,8.903604592,9.517314942,17.5985026,4.732481021,3.878321434,3.9831802,,,,,,-0.1379882,-0.1358653,-0.2387917,-0.020128272,,,,,,,,,,,,,,,,,5.271682301
1973.75,10.20159014,4.766666667,2.499166667,0.019721876,8.91785237,9.518393293,17.60379706,4.735496448,3.872054813,3.988335688,,,,,,-1.1080757,-1.106653,-1.189948,-1.132525739,,,,,,,,,,,,,,,,,5.278433304
1974,10.19091959,5.133333333,2.330833333,0.018692852,8.862894141,9.52344016,17.59954794,4.738065126,3.869637289,3.973588361,,,,,,0.7276556,0.7302715,0.7318664,0.521694631,,,,,,,,,,,,,,,,,5.420292819
1974.25,10.19114462,5.2,2.8125,0.023350588,8.866885654,9.529496111,17.59595666,4.730789107,3.866607142,3.98810403,,,,,,1.0582328,1.056691,0.9913459,1.143914927,,,,,,,,,,,,,,,,,5.418767753
1974.5,10.1791097,5.633333333,3.0225,0.028875853,8.835874824,9.527104458,17.59192099,4.739692338,3.85627771,3.957617593,,,,,,-0.54251636,-0.540933,-0.6221972,-0.718589721,,,,,,,,,,,,,,,,,5.464275518
1974.75,10.17263644,6.6,2.336666667,0.02897927,8.806144708,9.518709974,17.57232383,4.727998252,3.865182939,3.983971505,,,,,,-0.17601167,-0.176415,-0.3070521,-0.439098362,,,,,,,,,,,,,,,,,5.411663234
1975,10.1583623,8.266666667,1.575833333,0.02247676,8.701645477,9.519703307,17.55133543,4.717927279,3.872616675,4.028471818,,,,,,-0.60945371,-0.6107861,-0.6043138,-0.682713853,,,,,,,,,,,,,,,,,5.307538
1975.25,10.16307874,8.866666667,1.355,0.014765071,8.693402775,9.530085487,17.54971128,4.708015541,3.888426792,4.047034552,,,,,,-0.33116529,-0.3328659,-0.2432384,-0.17144422,,,,,,,,,,,,,,,,,5.269107679
1975.5,10.17709606,8.466666667,1.54,0.017514875,8.75413771,9.534641989,17.55938533,4.698241498,3.900577758,4.039932374,,,,,,-0.1802546,-0.1783914,-0.192966,-0.419263727,,,,,,,,,,,,,,,,,5.310388145
1975.75,10.18787671,8.3,1.353333333,0.016592006,8.777289656,9.541613115,17.56630105,4.699170417,3.901669593,4.02056346,,,,,,-0.20080652,-0.2030073,-0.2928912,-0.494468336,,,,,,,,,,,,,,,,,5.268699153
1976,10.20798987,7.733333333,1.206666667,0.010511169,8.849310674,9.554063401,17.58261104,4.69217323,3.916393441,4.022445687,,,,,,-0.79870315,-0.7982562,-0.8150342,-0.712422514,,,,,,,,,,,,,,,,,5.263740661
1976.25,10.21317571,7.566666667,1.299166667,0.010017316,8.881369529,9.559249238,17.58022505,4.690540217,3.925590549,4.037156736,,,,,,-0.19628434,-0.1973201,-0.1452676,-0.11158241,,,,,,,,,,,,,,,,,5.318938167
1976.5,10.21606953,7.733333333,1.320833333,0.012833141,8.884263357,9.569805939,17.58268096,4.695120573,3.927994775,4.03569975,,,,,,-0.16406607,-0.1626259,-0.205499,-0.189973122,,,,,,,,,,,,,,,,,5.340416256
1976.75,10.22063134,7.766666667,1.218333333,0.017781173,8.896372365,9.576274319,17.58487708,4.695093154,3.930923265,4.053001599,,,,,,-0.1420563,-0.1394514,-0.2118412,-0.330644341,,,,,,,,,,,,,,,,,5.288747288
1977,10.23005374,7.5,1.165,0.015972712,8.931770259,9.585696727,17.59231941,4.69349237,3.937339813,4.064572404,,,,,,-0.40944483,-0.4087758,-0.4797344,-0.428815774,,,,,,,,,,,,,,,,,5.360515916
1977.25,10.24689994,7.133333333,1.289166667,0.014003661,8.981051728,9.59104854,17.6041065,4.693455751,3.941426456,4.053262117,,,,,,-0.24522328,-0.2469198,-0.3274969,-0.269588213,,,,,,,,,,,,,,,,,5.374904789
1977.5,10.26196587,6.9,1.455,0.012083199,9.013692806,9.598377491,17.60718722,4.689263142,3.951858914,4.083620599,,,,,,-0.13594057,-0.134786,-0.2129834,-0.17920743,,,,,,,,,,,,,,,,,5.308556655
1977.75,10.259167,6.666666667,1.628333333,0.02137684,9.014372202,9.605240534,17.61794557,4.701988319,3.938957007,4.062036568,,,,,,-0.19597303,-0.1965102,-0.2208928,-0.285830704,,,,,,,,,,,,,,,,,5.334003193
1978,10.26000748,6.333333333,1.689166667,0.014452081,9.011734421,9.615650468,17.61513609,4.715950985,3.939424142,4.077664554,,,,,,-0.05723155,-0.0573382,-0.1508405,-0.248332353,,,,,,,,,,,,,,,,,5.400597438
1978.25,10.2953945,6,1.820833333,0.018940769,9.074614573,9.627915062,17.63833964,4.695467824,3.959002007,4.076901649,,,,,,-0.04148069,-0.0431148,-0.1444739,-0.134151028,,,,,,,,,,,,,,,,,5.43189539
1978.5,10.30246499,6.033333333,2.025,0.016814642,9.08506917,9.631079306,17.63725706,4.694992608,3.959574307,4.077791649,,,,,,-0.36178727,-0.3622698,-0.4080551,-0.248805524,,,,,,,,,,,,,,,,,5.463812961
1978.75,10.31291148,5.9,2.395833333,0.020268181,9.102249688,9.635637649,17.64251563,4.693263477,3.96607549,4.074524435,,,,,,0.25913838,0.2603568,0.2322706,0.215316919,,,,,,,,,,,,,,,,,5.526763713
1979,10.31214755,5.866666667,2.518333333,0.018051518,9.094751727,9.642716898,17.6446495,4.71160912,3.956939008,4.06988109,,,,,,-0.01890217,-0.0172532,-0.0999674,-0.133071205,,,,,,,,,,,,,,,,,5.586349922
1979.25,10.31061794,5.7,2.545,0.024215791,9.086442428,9.647029562,17.63839302,4.708556755,3.955082495,4.091423634,,,,,,0.04108413,0.0391264,-0.0272534,0.026893615,,,,,,,,,,,,,,,,,5.624579604
1979.5,10.315001,5.866666667,2.736666668,0.021604903,9.083999522,9.657220962,17.64508969,4.71102458,3.953798146,4.068385523,,,,,,0.85842991,0.8605912,0.8895471,0.87781184,,,,,,,,,,,,,,,,,5.636937802
1979.75,10.31440444,5.966666667,3.394166668,0.018397365,9.059138341,9.666230624,17.64774614,4.717909412,3.952588967,4.065516326,,,,,,0.04493795,0.0449353,0.0993315,0.101576681,,,,,,,,,,,,,,,,,5.647469762
1980,10.31473591,6.3,3.761666668,0.020790976,9.048887697,9.674181175,17.63743502,4.715664501,3.957321366,4.100616519,,,,,,1.6080407,1.607087,1.813551,1.864640079,,,,,,,,,,,,,,,2.542549369,,5.665333835
1980.25,10.29112808,7.333333333,3.171666668,0.023510535,8.951717301,9.661894221,17.61612686,4.724773786,3.946810831,4.09004366,,,,,,-3.9847327,-3.986086,-4.058774,-3.991197769,,,,,,,,,,,,,,,-5.947250119,,5.581666988
1980.5,10.28694561,7.666666667,2.459166667,0.022103881,8.908619414,9.668905897,17.61538033,4.730189201,3.950762834,4.08163919,,,,,,0.97584303,0.9786537,1.164973,1.03672962,0.122011809,-0.002756345,,,,,,,,,,,,,0.812723119,,5.653375018
1980.75,10.30269982,7.4,3.963333333,0.025721916,8.970893643,9.675340379,17.62299515,4.724764913,3.960851264,4.065173185,,,,,,2.4553966,2.455448,2.474537,2.393568522,0.107059835,-0.000625301,,,,,,,,,,,,,0.342012256,,5.684162642
1981,10.32005744,7.433333333,4.1425,0.025989539,9.036319668,9.675700424,17.63153625,4.703720565,3.976123931,4.085345862,,,,,,-0.47610583,-0.4765787,-0.4291963,-0.55480898,-0.095539764,-0.045805063,,,,,,,,,,,,,0.231073041,,5.623056277
1981.25,10.31035168,7.4,4.445,0.019631154,8.997307782,9.675473409,17.62253281,4.713737554,3.963134283,4.068214459,,,,,,1.5149078,1.514498,1.525954,1.515757635,0.140350982,0.050853711,,,,,,,,,,,,,2.026216907,,5.603291659
1981.5,10.31952986,7.4,4.394166668,0.018632334,9.035792085,9.671356043,17.61361247,4.70568498,3.972497028,4.104171123,,,,,,-0.65150372,-0.6473487,-0.7218544,-0.791033918,0.306502274,0.075790922,,,,,,,,,,,,,2.091507875,,5.60235794
1981.75,10.30598158,8.233333333,3.396666668,0.017134359,8.989213286,9.671103312,17.60754389,4.714472921,3.961936348,4.096675178,,,,,,-0.83024832,-0.8308354,-0.8630374,-0.883451894,-0.437647673,-0.11242426,,,,,,,,,,,,,-1.107877568,,5.540255535
1982,10.28820559,8.833333333,3.556666668,0.01367364,8.921713854,9.670165879,17.59657551,4.732727519,3.957053731,4.104995967,,,,,,0.58638753,0.5867098,0.612453,0.609108647,0.155129861,0.072936101,,,,,,,,,,,,,1.619132222,,5.524663796
1982.25,10.29055105,9.433333333,3.628333333,0.012915385,8.916185261,9.670654333,17.59977872,4.727414367,3.957264022,4.092801706,,,,,,-0.05561013,-0.0564761,-0.0891476,-0.086472969,0.248523118,0.058389163,,,,,,,,,,,,,1.264484377,,5.499464073
1982.5,10.28414754,9.9,2.751666668,0.0140856,8.901845202,9.677178057,17.59684292,4.728846931,3.959002007,4.081596989,,,,,,-0.40750841,-0.4078322,-0.4359074,-0.43070476,-0.451037736,-0.1217244,,,,,,,,,,,,,-2.258943545,,5.477171017
1982.75,10.28209521,10.66666667,2.321666667,0.01029548,8.850803479,9.689697929,17.58872881,4.723930522,3.967344177,4.084841215,,,,,,0.53300493,0.5335374,0.4530183,0.344234839,-0.206633244,0.001976585,,,,,,,,,,,,,-0.480158613,-0.01192331,5.434966745
1983,10.29316197,10.36666667,2.163333333,0.007513663,8.866045619,9.697141505,17.59170482,4.716899379,3.980279606,4.078426879,,,,,,0.32963756,0.3304234,0.3403285,0.238891424,-0.016447733,-0.048111793,,,,,,,,,,,,,-0.057999572,0.047269464,5.470296453
1983.25,10.31360847,10.13333333,2.200833333,0.007418212,8.939242682,9.71212848,17.60642966,4.70026216,4.001717446,4.072780384,,,,,,-0.01874941,-0.0184573,-0.0370014,0.156412163,0.293869427,0.053661736,,,,,,,,,,,,,0.396965227,0.027573794,5.516016914
1983.5,10.33094244,9.366666667,2.365,0.010566965,8.98001522,9.72763596,17.62473886,4.686519732,4.006314485,4.052436909,,,,,,-0.24233576,-0.2432183,-0.1983932,-0.033345055,0.143387132,0.004492057,,,,,,,,,,,,,0.236073919,-0.008880753,5.57014984
1983.75,10.34923051,8.533333333,2.3575,0.00755747,9.050947023,9.73674123,17.63249876,4.687192471,4.011687329,4.054910493,,,,,,0.32599049,0.3265825,0.2766463,0.28628771,0.122816593,0.039713177,,,,,,,,,,,,,0.456338293,-0.028557156,5.594608996
1984,10.36668683,7.866666667,2.421666667,0.010071626,9.118413771,9.739327395,17.6432397,4.691953204,4.015499748,4.069026754,,,,,,0.15644843,0.1555654,0.1515853,0.138007092,0.068766164,-0.002958859,,,0.003333333,0,-0.003763433,,,0.005,,,-0.024224467,,0.209455957,-0.010537669,5.638464069
1984.25,10.38180032,7.433333333,2.639166668,0.008509391,9.140471724,9.750688525,17.65823835,4.68780952,4.021397454,4.083704827,,,,,,0.17324327,0.173155,0.1376575,0.150463376,0.415691362,0.102607424,,,0.01,0.013333333,0.007096767,,,0.01,,,0.004062233,,1.808412146,-0.016989996,5.664885342
1984.5,10.38893383,7.433333333,2.8475,0.008851959,9.147605237,9.75594057,17.65116099,4.689520526,4.02579802,4.090545689,,,,,,0.26552891,0.2640372,0.2864533,0.34254513,0.030201111,0.010696274,,,0,0,0,,,0,,,-0.012832533,,0.246030244,0.08362633,5.616554946
1984.75,10.39470213,7.3,2.316666667,0.00744809,9.139436032,9.765468276,17.65464859,4.691292835,4.026904057,4.097049235,,,,,,-0.6539676,-0.653407,-0.7383595,-0.643581824,-0.368920345,-0.103388856,,,-0.070215067,-0.0731183,-0.062903233,,,-0.223333333,,,0.0105306,,-1.985589096,-0.342131203,5.584468287
1985,10.40247336,7.233333333,2.119166667,0.009839103,9.122339196,9.778852244,17.66044262,4.689658382,4.02987715,4.11618759,,,,,,0.0435235,0.0424604,0.0938688,0.012122711,0.154098355,0.069167128,,,-0.156989233,-0.144623633,-0.1336559,,,-0.006666667,,,-0.0189596,,0.089303812,0.011963139,5.538925465
1985.25,10.40912977,7.3,1.980833333,0.006420212,9.13616409,9.787372581,17.6549727,4.689989161,4.032947767,4.110012838,,,,,,-0.10394844,-0.104486,-0.1474005,-0.04069756,-0.342262186,-0.081138198,,,-0.1227957,-0.1355914,-0.143440867,,,-0.12,,,0.007634967,,-1.195379527,-0.059734845,5.523270734
1985.5,10.42171571,7.2,1.975,0.006013732,9.137977937,9.799958525,17.66117823,4.6847297,4.045574398,4.121959729,,,,,,0.24662485,0.2457843,0.2540045,0.349415709,0.195155258,0.060141424,,,0.005555533,-0.0122222,-0.001666667,,,0.006666667,,,-0.0052037,,0.329103984,0.066675704,5.460485808
1985.75,10.42661717,7.033333333,2.025833333,0.005577951,9.150073674,9.808577463,17.66223282,4.697238754,4.049591239,4.116350642,,,,,,0.05537063,0.055349,0.0780944,0.162601064,-0.124650649,-0.044965043,,,-0.0003943,0.005555567,0.005,,,-0.003333333,,,0.017267133,,-0.605022567,-0.000505288,5.447466616
1986,10.43393932,7.033333333,1.956666667,0.004968369,9.15739582,9.817753178,17.66370488,4.694517167,4.061408062,4.131560061,,,,,,-0.10995812,-0.1095687,-0.092363,-0.123416801,0.019418459,0.076641184,,,0.0068817,0.008709667,0.010107533,,,0.01,,,0.004935567,,0.170565162,-0.002004336,5.420141405
1986.25,10.43631926,7.166666667,1.73,0.003773215,9.156185091,9.816422538,17.66244009,4.697421146,4.069266042,4.145116888,,,,,,0.28262134,0.2821973,0.2789763,0.281421067,-0.087992853,-0.031606971,,,-0.004931867,0.011734767,0.014114667,,,-0.006666667,,,0.000479,,-0.590697416,0.030454046,5.372526349
1986.5,10.443367,6.966666667,1.551666667,0.004100061,9.163232831,9.819745879,17.66178173,4.70416448,4.07354644,4.146620707,,,,,,-0.40039002,-0.4034524,-0.3884781,-0.200234543,-0.071990723,0.028007005,,,-0.008666667,-0.009444433,-0.015,,,-0.013333333,,,-0.005854533,,-0.437724276,-0.126960766,5.368260878
1986.75,10.44633496,6.833333333,1.566666667,0.005422881,9.158980549,9.828295254,17.66647614,4.715691362,4.071468216,4.142737822,,,,,,-0.06065667,-0.0602143,-0.0200735,0.193553412,0.066438652,0.036976741,,,-0.0051111,-0.009279567,-0.002555533,,,0,,,0.0155461,,-0.174807567,0.041799582,5.420065651
1987,10.45181125,6.6,1.555,0.00633409,9.153527769,9.841165294,17.67604655,4.7189452,4.066853454,4.125358616,,,,,,0.36685299,0.3670341,0.4283997,0.440608759,0.000653576,-0.001668174,,,3.33E-08,-0.001720433,-3.33E-08,,,0,,,0.008149633,,-0.207419559,0.034284787,5.427738889
1987.25,10.46044266,6.266666667,1.6625,0.006910902,9.162159177,9.851636629,17.68005397,4.713970778,4.073529423,4.142658423,,,,,,0.23837619,0.2387692,0.2585374,0.269893183,0.05583506,0.002052797,,,-0.013333367,-0.0166667,-0.036666633,,,-0.013333333,,,0.010434933,,-0.067463201,0.044313763,5.495241123
1987.5,10.46661147,6,1.710833333,0.007528002,9.168327982,9.857805433,17.68301749,4.716165795,4.073665551,4.147885329,,,,,,-0.20870671,-0.2116506,-0.1605985,0.013639376,0.124072191,0.029264693,,,0.0431111,0.061333333,0.059,,,0.053333333,,,-0.002146867,,0.755782653,-0.067785082,5.537703973
1987.75,10.48116776,5.833333333,1.729166667,0.007940143,9.204624266,9.863128055,17.69020112,4.714992732,4.083452121,4.150291594,,,,,,-0.26547176,-0.2649809,-0.1958912,-0.143398839,-0.202649855,-0.082344914,,,0.011835133,0.0785591,0.1106774,,,0.003333333,,,0.0075222,,-1.531817223,-0.038399719,5.54108506
1988,10.48433352,5.7,1.665833333,0.007808761,9.182380307,9.875527488,17.68438617,4.721939375,4.086984208,4.172655001,,,,,,-0.20625113,-0.2071779,-0.0883626,-0.087759782,-0.191618675,-0.03419464,,,-0.0051613,0.000322567,0.0072043,,,-0.01,,,-0.004686033,,-0.713834159,-0.00136361,5.558222413
1988.25,10.49529391,5.466666667,1.789166667,0.009693019,9.189657447,9.884647946,17.69248269,4.722357489,4.089583245,4.177037601,,,,,,0.49598352,0.4957365,0.5805244,0.446854505,0.145885437,0.064217448,,,0.021215067,0.0261183,0.019784933,,,0.026666667,,,-0.004842233,,0.400986965,0.07672394,5.599872035
1988.5,10.49852564,5.466666667,1.995833333,0.011876161,9.178019019,9.897045648,17.69189429,4.720354292,4.092175545,4.183080146,,,,,,-0.24878885,-0.2482354,-0.2102174,-0.2157582,0.150225277,0.053168796,,,0.054555567,0.072555533,0.0588889,,,0.05,,,0.0078487,,0.704168818,-0.013876609,5.630390987
1988.75,10.50927784,5.333333333,2.1175,0.0086026,9.192509543,9.904141539,17.69975327,4.714006654,4.094527879,4.183194526,,,,,,0.43647347,0.4349482,0.4447969,0.502637071,0.254345283,0.053468774,0.04013115,,0.007240133,0.0150896,0.0099283,,,0.02,,,0.012322967,,0.851451118,0.111361132,5.620803103
1989,10.51740211,5.2,2.360833333,0.010381722,9.208068794,9.91043263,17.70743261,4.711168498,4.095027662,4.178111097,,,,,,0.35826997,0.359073,0.3247353,0.343424727,0.168113085,0.062131111,0.0460412,,0.020215033,0.028709667,0.033870967,,,0.006666667,,,-0.030934967,,0.86515569,0.049996606,5.654528669
1989.25,10.52274597,5.233333333,2.431666667,0.010585762,9.198486997,9.915776483,17.70940334,4.6998438,4.098104153,4.170340632,,,,,,0.15339881,0.1532258,0.1436368,0.144772838,-0.186616277,-0.024054078,-0.0319275,,-0.023010733,-0.022688167,-0.020465933,,,-0.023333333,,,-0.0029011,,-0.83695677,0.011357783,5.645186655
1989.5,10.52736504,5.233333333,2.270833333,0.007282238,9.195558862,9.920395553,17.7077498,4.697001595,4.102858218,4.178800594,,,,,,-0.06433405,-0.0658207,-0.0522432,-0.068152702,0.020121025,0.009530307,-0.0126378,,-0.023333333,-0.023333333,-0.025555533,,,-0.02,,,-0.014053233,,0.353913444,-0.035686934,5.624541882
1989.75,10.52661455,5.366666667,2.153333333,0.00710066,9.175687331,9.930594079,17.70524399,4.705965296,4.102973889,4.175348346,,,,,,-0.04538395,-0.0476305,0.0367206,0.060007257,-0.124398588,-0.047138404,-0.120678067,,-0.0172043,-0.015913967,-0.009247333,,,-0.023333333,,,0.002288933,,-0.769371285,-0.016530844,5.592468819
1990,10.53521135,5.3,2.0625,0.01072478,9.188137707,9.935554517,17.71191469,4.706290726,4.112282707,4.178647413,-0.0133,0,,,,0.21912675,0.2170083,0.2577399,0.164037098,0.207470319,0.041964434,-0.039211933,-0.007526867,-0.000322567,-0.0016129,-0.002043033,-0.005,-0.02,0,-0.002458333,-0.011087867,-0.008562767,,0.321384629,0.028351443,5.571266255
1990.25,10.53571632,5.333333333,2.060833333,0.011131487,9.165295306,9.941509085,17.70245525,4.708890357,4.119150989,4.180904448,0,0,,,,0.04396574,0.0434029,0.0448875,0.035841496,-0.008246751,-0.02029349,0,-0.005806467,-0.0124731,-0.012473133,-0.015376333,0,0,-0.006666667,0.001319433,0.0073713,-0.0082155,,-0.018567427,0.002405252,5.619074663
1990.5,10.53286925,5.7,2.04,0.008541692,9.138542714,9.94947293,17.6924853,4.710340684,4.122283931,4.181362884,-0.0333,0,,,,0.0840415,0.082463,0.07195,0.145853713,-0.041045186,-0.030202249,-0.045923333,-0.033333333,-0.01,-0.006666667,-0.01,-0.026663333,-0.033333333,-0.01,0.004343733,0.0113636,0.013355333,,-0.374297798,0.015986134,5.612947789
