date,gdp,unemp,ffr,infl,inv,cons,lab,lab_share,lab_prod,tfp,ff4,onrun10,ir_1,ir_2,ir_3,rr_1,rr_2,rr_3,rr_4,gk_var_1,gk_var_2,mp1_tc,ff4_tc,ed2_tc,ed3_tc,ed4_tc,ff1_vr,ff4_vr,ed2_vr,ff1_gkgreen,ff4_gkgreen,ed2_gkgreen,mar_raw,mar_svariv,ad,lpcom
1957,9.77537005,3.933333333,0.733333333,0.013604779,8.412792215,9.102025496,17.58431902,4.741273269,3.432502231,3.113515309,,,,,,,,,,,,,,,,,,,,,,,,,,
1957.25,9.769098649,4.1,0.75,0.006986817,8.398677638,9.101619216,17.57030169,4.749054056,3.428553112,3.177115891,,,,,,,,,,,,,,,,,,,,,,,,,,
1957.5,9.774403399,4.233333333,0.808333333,0.005932114,8.396077208,9.110815021,17.56229035,4.743069525,3.442531245,3.221671912,,,,,,,,,,,,,,,,,,,,,,,,,,
1957.75,9.759443957,4.933333333,0.813333333,0.000691889,8.319748819,9.113180362,17.54574799,4.750637561,3.445883899,3.306153833,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,9.72943174,6.3,0.465833333,0.010756827,8.246626479,9.103943208,17.52172996,4.760993751,3.432049845,3.318087475,,,,,,,,,,,,,,,,,,,,,,,,,,
1958.25,9.732105936,7.366666667,0.235,0.002919347,8.217978203,9.114066228,17.51892342,4.749409049,3.451002903,3.326114576,,,,,,,,,,,,,,,,,,,,,,,,,,
1958.5,9.750685962,7.333333333,0.330833333,0.006059875,8.276652687,9.119574173,17.52640527,4.748551657,3.469634543,3.325305768,,,,,,,,,,,,,,,,,,,,,,,,,,
1958.75,9.76915584,6.366666667,0.540833333,0.004735702,8.346197494,9.119068149,17.53242964,4.731371026,3.486487834,3.3335429,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,9.783859065,5.833333333,0.6425,0.002328861,8.393556683,9.131853828,17.54282047,4.735276971,3.487680842,3.296762364,,,,,,,,,,,,,,,,,,,,,,,,,,4.607473627
1959.25,9.802285047,5.1,0.770833333,0.001529193,8.447489353,9.140636534,17.55095953,4.731873319,3.497325409,3.297409703,,,,,,,,,,,,,,,,,,,,,,,,,,4.636562628
1959.5,9.798737961,5.266666667,0.894166667,0.003843226,8.400371019,9.14865027,17.54234858,4.732243269,3.498687003,3.330238293,,,,,,,,,,,,,,,,,,,,,,,,,,4.623370106
1959.75,9.797182146,5.6,0.9975,0.003949812,8.398815204,9.156627416,17.54442998,4.739910847,3.495446393,3.362023334,,,,,,,,,,,,,,,,,,,,,,,,,,4.606841697
1960,9.813508139,5.133333333,0.983333333,0.003994679,8.474097364,9.155728102,17.52611905,4.736987611,3.518506231,3.414607069,,,,,,,,,,,,,,,,,,,,,,,,,,4.596798897
1960.25,9.802119058,5.233333333,0.924166667,0.002533785,8.403752116,9.163460063,17.54350001,4.757006762,3.502820924,3.409413536,,,,,,,,,,,,,,,,,,,,,,,,,,4.614125967
1960.5,9.802008384,5.533333333,0.734166667,0.003428472,8.383190831,9.155744789,17.54106854,4.753021064,3.508765459,3.427108763,,,,,,,,,,,,,,,,,,,,,,,,,,4.605370943
1960.75,9.785154366,6.266666667,0.574166667,0.002937916,8.289045138,9.159665833,17.52569139,4.767365563,3.495416057,3.45260317,,,,,,,,,,,,,,,,,,,,,,,,,,4.578822812
1961,9.788525534,6.8,0.500833333,0.002152982,8.283447637,9.16676835,17.5212876,4.762396132,3.508286403,3.448001448,,,,,,,,,,,,,,,,,,,,,,,,,,4.600801433
1961.25,9.801510196,7,0.433333333,0.002327178,8.327476921,9.172276342,17.5192639,4.748447681,3.534270336,3.467297183,,,,,,,,,,,,,,,,,,,,,,,,,,4.614616364
1961.5,9.816348895,6.766666667,0.420833333,0.002559601,8.385057168,9.1700853,17.50971313,4.738319005,3.551139217,3.48676327,,,,,,,,,,,,,,,,,,,,,,,,,,4.60092499
1961.75,9.83145435,6.2,0.6,0.00314587,8.404337994,9.181366659,17.51458012,4.736698323,3.559653067,3.461194356,,,,,,,,,,,,,,,,,,,,,,,,,,4.590186046
1962,9.845593574,5.633333333,0.614166667,0.005142615,8.439096506,9.18588117,17.51749026,4.731758783,3.575906705,3.490657148,,,,,,,,,,,,,,,,,,,,,,,,,,4.596120176
1962.25,9.851088384,5.533333333,0.651666667,0.001649485,8.436394548,9.195236988,17.52131403,4.738879063,3.571896099,3.478081259,,,,,,,,,,,,,,,,,,,,,,,,,,4.56682512
1962.5,9.859431166,5.566666667,0.711666667,0.002058037,8.440613614,9.199718762,17.52485833,4.728210489,3.588395916,3.514823642,,,,,,,,,,,,,,,,,,,,,,,,,,4.547540759
1962.75,9.85869937,5.533333333,0.730833333,0.002053811,8.427407643,9.206694133,17.5134941,4.730550952,3.595749396,3.548754946,,,,,,,,,,,,,,,,,,,,,,,,,,4.551732162
1963,9.866252866,5.766666667,0.741666667,0.00438687,8.459755797,9.206540461,17.51731151,4.732155198,3.598653826,3.544214888,,,,,,,,,,,,,,,,,,,,,,,,,,4.552035941
1963.25,9.874161723,5.733333333,0.740833333,0.001749374,8.475794781,9.21251321,17.52054873,4.729209168,3.606204117,3.546307317,,,,,,,,,,,,,,,,,,,,,,,,,,4.563052194
1963.5,9.892123222,5.5,0.8325,0.001339117,8.49375628,9.224643789,17.52183088,4.715386891,3.630455534,3.586223611,,,,,,,,,,,,,,,,,,,,,,,,,,4.553616431
